train,001,/home/eye/lsa64_raw/features/18/mobilenet/color/004/001/001_004_001,1,004
train,001,/home/eye/lsa64_raw/features/18/mobilenet/color/004/001/001_004_002,1,004
train,001,/home/eye/lsa64_raw/features/18/mobilenet/color/004/001/001_004_003,1,004
train,001,/home/eye/lsa64_raw/features/18/mobilenet/color/004/001/001_004_004,1,004
train,001,/home/eye/lsa64_raw/features/18/mobilenet/color/004/001/001_004_005,1,004
train,002,/home/eye/lsa64_raw/features/18/mobilenet/color/004/002/002_004_001,1,004
train,002,/home/eye/lsa64_raw/features/18/mobilenet/color/004/002/002_004_002,1,004
train,002,/home/eye/lsa64_raw/features/18/mobilenet/color/004/002/002_004_003,1,004
train,002,/home/eye/lsa64_raw/features/18/mobilenet/color/004/002/002_004_004,1,004
train,002,/home/eye/lsa64_raw/features/18/mobilenet/color/004/002/002_004_005,1,004
train,003,/home/eye/lsa64_raw/features/18/mobilenet/color/004/003/003_004_001,1,004
train,003,/home/eye/lsa64_raw/features/18/mobilenet/color/004/003/003_004_002,1,004
train,003,/home/eye/lsa64_raw/features/18/mobilenet/color/004/003/003_004_003,1,004
train,003,/home/eye/lsa64_raw/features/18/mobilenet/color/004/003/003_004_004,1,004
train,003,/home/eye/lsa64_raw/features/18/mobilenet/color/004/003/003_004_005,1,004
train,004,/home/eye/lsa64_raw/features/18/mobilenet/color/004/004/004_004_001,1,004
train,004,/home/eye/lsa64_raw/features/18/mobilenet/color/004/004/004_004_002,1,004
train,004,/home/eye/lsa64_raw/features/18/mobilenet/color/004/004/004_004_003,1,004
train,004,/home/eye/lsa64_raw/features/18/mobilenet/color/004/004/004_004_004,1,004
train,004,/home/eye/lsa64_raw/features/18/mobilenet/color/004/004/004_004_005,1,004
train,005,/home/eye/lsa64_raw/features/18/mobilenet/color/004/005/005_004_001,1,004
train,005,/home/eye/lsa64_raw/features/18/mobilenet/color/004/005/005_004_002,1,004
train,005,/home/eye/lsa64_raw/features/18/mobilenet/color/004/005/005_004_003,1,004
train,005,/home/eye/lsa64_raw/features/18/mobilenet/color/004/005/005_004_004,1,004
train,005,/home/eye/lsa64_raw/features/18/mobilenet/color/004/005/005_004_005,1,004
train,006,/home/eye/lsa64_raw/features/18/mobilenet/color/004/006/006_004_001,1,004
train,006,/home/eye/lsa64_raw/features/18/mobilenet/color/004/006/006_004_002,1,004
train,006,/home/eye/lsa64_raw/features/18/mobilenet/color/004/006/006_004_003,1,004
train,006,/home/eye/lsa64_raw/features/18/mobilenet/color/004/006/006_004_004,1,004
train,006,/home/eye/lsa64_raw/features/18/mobilenet/color/004/006/006_004_005,1,004
train,007,/home/eye/lsa64_raw/features/18/mobilenet/color/004/007/007_004_001,1,004
